,ground_truth,prediction
0,13.6791116022,12.683622
1,3.9332239081,16.041212
2,3.2905479611,25.993076
3,8.8428112257,13.527603
4,4.4325063513,11.507102
5,13.035578754300001,13.329605
6,2.4774290291,11.159714
7,2.7457843602999996,15.978764
8,2.3230897887,13.106426
9,11.895802721099999,15.152907
10,16.462849087000002,15.702307
11,0.0497243445,10.668741
12,18.9742923554,19.246037
13,17.6381552118,6.9385524
14,7.697273484099999,9.79229
15,4.9902197108,3.11058
16,20.1004137353,20.681175
17,16.721797226099998,11.33404
18,16.3880555937,11.693731
19,17.5470785652,10.312575
20,16.9360013477,14.094346
21,12.7059498499,6.606556
22,-73.1384016545,16.183043
23,21.2679035017,12.528366
24,4.2458790789,7.2964687
25,12.0285902424,9.043718
26,5.514510747899999,15.318235
27,106.007192378,96.712845
28,7.9318775251,12.25837
29,11.757424822699999,15.600644
30,7.0759828056,17.092054
31,32.336231656,25.84861
32,16.2953130836,23.686861
33,12.762759503800002,22.657452
34,20.6278648172,17.544718
35,8.763442761,19.025433
36,24.5517899509,12.567566
37,15.7050804162,15.308563
38,2.5493305703,12.457196
39,4.9157412874,18.955479
40,11.8105759879,14.954065
41,11.1882098652,21.860897
42,6.8775912152,7.727333
43,17.4363297943,15.74987
44,15.859894622899999,8.166397
45,10.3041819135,12.600773
46,21.7378102867,10.509933
47,5.0187908405,12.568703
48,8.1541053655,9.298146
49,23.658279230300003,20.12323
50,9.562591922100001,8.810346
51,23.2541342238,21.613327
52,27.3312274488,11.766063
53,28.1921047119,15.769531
54,8.5169054379,7.981477
55,28.7151483289,16.899075
56,12.1373778076,10.140221
57,12.4165920546,7.746922
58,24.178581994,20.135723
59,12.1256517911,8.905937
60,29.6719018896,20.874735
61,10.3250317023,17.725548
62,15.4587203955,25.25127
63,8.0044216366,15.272737
64,1.3946229303,17.352486
65,-4.8831832358,11.22603
66,9.641087937,14.348092
67,1.5419917397999998,4.946517
68,-17.1720236244,-4.839388
69,3.6021401132,10.072753
70,-51.2198803715,-23.680902
71,-1.9575887316999998,8.029196
72,1.3440625253999998,5.8995676
73,1.0669122944,-0.3225469
74,9.0264111901,13.741645
75,-3.2639424966000004,1.1479436
76,-7.600734918500001,0.9260546
77,-7.794220194099999,0.678687
78,-0.2963538419,6.132697
79,-2.5546775303,4.454069
80,12.818050378499999,23.203186
81,0.6173088853,0.57808274
82,-0.0172287476,15.421505
83,-0.9447617693000001,0.6772791
84,-2.3211651128,7.128798
85,-1.4086040537,-3.063651
86,1.2940699051,2.9145184
87,0.0625902461,6.4090166
88,-85.5323370086,-33.179348
89,6.120087825900001,-9.201956
90,1.0604569664,-1.2688712
91,-9.269693283099999,15.672556
92,-32.47762672,2.7539227
93,6.9779629489,12.818049
94,3.1007864893,13.787437
95,16.1811406649,20.924702
96,-0.642974741,5.9761305
97,23.6353128218,10.329699
98,11.6244475823,12.510607
99,2.5611823623,9.749659
100,-4.058734724100001,13.281965
101,13.3070317412,15.055511
102,7.5623518449,12.319406
103,14.6529597225,9.716068
104,14.1313265841,16.699436
105,5.6457415135,7.389047
106,11.4775356674,11.856094
107,5.7735801738,15.407852
108,-3.4190334601,11.317791
109,-1.1293194678,8.64474
110,-0.6579135472,9.850101
111,16.048738448800002,13.396577
112,-3.7588275894,3.4813533
113,3.1183919257,9.978219
114,10.087352387000001,9.920993
115,-2.161574901,14.744537
116,13.7514159942,15.403139
117,16.1911336226,16.702286
118,-7.6628195772000005,4.81517
119,26.3397184904,21.93959
120,7.514099443099999,1.8276857
121,19.6340663344,15.854433
122,7.5106078021,13.983803
123,6.080419515599999,19.831085
124,5.7150175915,10.501505
125,4.6490619262,11.237482
126,-3.3861477696,10.906589
127,11.3098076618,12.300493
128,3.2379701661,0.86374676
129,2.4748805738999997,8.981212
130,-6.469664092,13.45783
131,3.9951033579,12.812486
132,9.4092711387,20.04052
133,11.6717454817,7.9413166
134,11.7879102757,15.004275
135,1.5258243687000002,4.2439375
136,3.9596669116000003,9.958153
137,5.6704187490999995,7.930513
138,2.5090094456,2.0361235
139,10.1818989627,8.50806
140,-17.0696513722,3.0115876
141,7.5476646125,10.511993
142,10.0685293578,4.3719034
143,-9.075561375,8.050225
144,-5.7130638779,12.265868
145,-6.6911301584,3.3835878
146,13.816361900999999,17.888802
147,-11.4257582911,8.028587
148,7.650514826,13.013424
149,17.1235454095,10.4057045
150,7.6667355024,11.927275
151,1.8205549169,4.9405847
152,4.171316344,11.933786
153,0.32774965,11.600983
154,14.9688599574,10.4559145
155,-6.295088842999999,19.583103
156,4.7905989467,4.9461184
157,-23.3265933204,17.019985
158,-2.7044142652999996,1.6152928
159,0.08557831390000001,4.5005555
160,9.479898135,8.754635
161,17.4160891211,4.4203625
162,1.5923937068,8.819012
163,-11.576560280299999,-4.5336976
164,-16.902331221300003,-5.9322166
165,34.403815675,16.35845
166,20.4751536743,1.094284
167,0.7561512639,7.6016264
168,-12.136899241400002,-11.754396
169,37.5940109457,1.2817076
170,7.3837913848,-2.5826874
171,6.3186633134,2.4929817
172,-26.7657692606,-13.706034
173,6.4171437395,11.615651
174,-2.3067858622,-2.8446727
175,8.3267608354,16.818872
176,9.2056138773,-1.5892866
177,9.284112586900001,4.151348
178,-13.904813495,-14.324684
179,-2.4196845654,3.6525564
180,-2.606203184,6.0420995
181,19.053671007000002,-16.785152
182,-11.069716674,-1.1289529
183,-13.513874525,-9.9177
184,9.0452549701,8.020251
185,-0.3055330878,0.9752289
186,-2.7797634582,4.2837534
187,-2.5986526115,0.063428104
188,-10.0421377916,9.209405
189,-21.2515072311,-10.939515
190,12.776364653699998,12.415846
191,-0.8957326133,14.662056
192,-5.342947201,-3.5404298
193,-2.0976167099,9.424292
194,-12.5492312719,1.2999673
195,1.9148648841999998,6.438972
196,-7.465815843200001,2.2768476
197,-9.0326898114,18.941643
198,0.3717760651,-0.23845202
199,-7.7411165151,1.8192849
200,-2.9583699089,22.989277
201,-2.3698333654,-6.161154
202,-17.6328025657,3.9291754
203,-0.5152842693,-4.0685678
204,-0.21030865370000001,10.724716
205,-12.781994428900001,-7.6706066
206,-8.7008448807,3.3065765
207,-9.272506953099999,-4.2272463
208,-12.448795695,7.5512285
209,-2.0295021121,5.916639
210,-3.8136005986000003,8.0727825
211,-9.9818561934,1.4520218
212,4.3302404097,21.934952
213,-5.9804422418,-12.212727
214,-16.4207275123,5.06938
215,-4.8279238399,6.587331
216,11.3977278868,22.252262
217,15.352585120999999,29.198162
218,40.284810321799995,53.206375
219,4.7288859776,23.290958
220,27.526456625700003,30.779171
221,7.183678229600001,9.881338
222,5.496575956699999,14.394253
223,4.852935588399999,-0.5895039
224,-20.0758746635,1.4206372
225,-15.5912574577,-34.098373
226,4.9378836162,22.493204
227,8.0504219199,14.937388
228,28.2750344092,29.023499
229,13.654204659300001,19.69629
230,25.048611509,25.134144
231,-46.3672179349,-41.514874
232,1.8208274816999999,-1.3226218
233,4.251314692699999,10.868248
234,21.6849725787,35.826324
235,-0.9232922999,15.690115
236,4.0877463155000004,5.5930567
237,-11.547001462999999,14.994242
238,2.4311347935,11.235107
239,-27.18860154,-17.728748
240,4.724399583299999,7.235959
241,0.3358067188,0.9585682
242,13.2083184009,23.992266
243,18.1677754607,23.376923
244,-14.326651762000001,8.374973
245,10.3564870467,5.5735474
246,6.7525790552,19.52957
247,-15.687141125799998,-4.3632164
248,-5.0183519054,-0.8765712
249,5.3456808814,1.6577644
250,6.293948225299999,7.02129
251,9.756511271299999,1.0343319
252,31.4801692902,27.587894
253,2.8259530604000003,6.449359
254,-10.7757685161,-12.452917
255,-2.1283200978,4.063685
256,-3.9502019018,-2.7240508
257,6.1587037291,8.694258
258,16.4381417585,15.873373
259,-1.5576491958,11.72938
260,4.53943087,0.14736283
261,-3.2275192948,7.6935606
262,-1.3471402636,19.702353
263,2.227162334,2.168261
264,2.6464045429,-0.32360426
265,9.4093649787,5.387388
266,3.7801746472000004,15.687868
267,9.1219130241,-4.8426123
268,4.6554840759,4.2412353
269,-13.3775862125,-19.031979
270,27.619921493000003,7.580599
271,5.2440783182,11.604909
272,18.6252506872,15.518114
273,2.5843505165000002,2.0072484
274,10.1360710728,5.562006
275,-42.160762029299995,-22.28255
276,9.8456617767,4.114799
277,14.956160923399999,0.3196125
278,10.211649979199999,15.466309
279,-12.4407141801,-4.8168097
280,5.6599348021,0.7344128
281,10.964686779900001,4.752307
282,-30.7940974817,-10.612419
283,21.1187293732,37.965633
284,13.7744314854,8.501264
285,-3.7401074063,-6.2915998
286,3.3455279745,6.804058
287,-7.2297927664,1.9608283
288,14.4365823542,11.336943
289,4.8801871685,29.806656
290,15.1478223635,14.814519
291,1.5869796044,4.9674034
292,14.952312395,12.706154
293,4.9835866355,32.1244
294,3.3725894083999997,-9.116188
295,6.1190343511,1.2343065
296,2.1084578211,5.793723
297,0.7483579046,9.179092
298,3.6288387381000002,-0.97414565
299,10.7460812801,5.67091
300,-11.631194004700001,-15.487287
301,14.532812058800001,13.824844
302,9.3339710429,19.228683
303,9.3807359588,25.433706
304,8.6578608775,0.8021945
305,2.5465486731,12.501549
306,-2.0572465009,-1.2027802
307,12.2272081112,5.3127546
308,6.495242191900001,10.316153
309,5.571742765700001,17.003767
310,10.0811285083,5.545369
311,0.5067832205,8.781898
312,0.7977767213,3.106698
313,-4.1643508612,3.1110387
314,-8.4546910618,13.380399
315,-11.1113185883,4.1522937
316,-10.6757342169,3.3053908
317,-7.1205905865,8.235417
318,1.8223588715,10.538197
319,11.2533165018,11.914149
320,-7.2612828564,1.2030057
321,-5.7729301036,3.8231134
322,-5.739644362000001,8.628033
323,-16.1820269027,5.27239
324,-8.819110719600001,0.94826937
325,-0.6339041499,-4.2791
326,5.995285029700001,7.5422716
327,-9.4534476972,3.8784566
328,3.0903783620999996,4.828311
329,-12.9239441002,1.927108
330,-2.9953791417,7.5825295
331,-4.9323951393000005,-0.036731362
332,-18.0519715014,6.3706083
333,-12.614714879500001,-1.3232453
334,-28.3192969289,2.3920577
335,0.5054897604,7.754387
336,-17.8442018209,7.526109
337,8.724394109,10.89563
338,-7.8565846149,6.813826
339,-3.6518864110000004,13.593225
340,-0.13680700140000002,7.2979574
341,4.5642394164999995,-9.103962
342,1.0447966418999999,-0.17578828
343,12.8545939377,-18.156517
344,-11.1128012421,-23.18724
345,-6.2814972851999995,13.320999
346,1.520443662,0.72584337
347,14.0525607846,0.7202585
348,-5.2901855003,-6.799244
349,0.6472464552,4.8774567
350,24.5682832335,4.9160533
351,-7.1405469934,-1.7275679
352,9.89044371,-1.5362326
353,9.6066988797,2.1958892
354,8.3008877347,-5.557769
355,4.3597042336000005,-1.7746485
356,-2.4292770985,-30.265095
357,13.4051107423,-6.560222
358,-6.1274816739,-9.974697
359,2.8293013987999998,-10.978381
360,-0.0363220976,-2.5454342
361,-2.8816615442,-5.0702205
362,-3.2953851024,-4.587393
363,-0.17654330199999999,-0.18363023
364,13.763537321500001,-3.9850645
365,22.255819306,1.3996078
366,-2.4149261315,-4.604276
367,3.1061793411000003,8.173621
368,22.846651690300003,21.25988
369,2.2653664093,-4.537151
370,18.616395827799998,13.038345
371,9.802360564299999,-2.233348
372,14.2345543965,15.00456
373,36.954592011799996,15.195339
374,33.428784156199995,16.265675
375,3.6075318723,6.855903
376,20.8069962844,13.878641
377,24.114822360599998,13.653132
378,19.732243171900002,10.081924
379,35.5287120123,14.287527
380,11.9553383751,17.072615
381,33.4028382303,13.257748
382,20.1667901756,15.150327
383,17.7250798127,18.31849
384,23.5756500761,9.006009
385,4.9447607433,6.6182423
386,41.6002633197,22.87667
387,53.2860015363,11.738937
388,67.7815276037,10.288593
389,9.5345773109,7.9773026
390,18.114472048499998,13.612074
391,-17.326445359,3.778254
392,23.1858688959,12.377319
393,48.3924172385,10.932344
394,14.1530023215,18.396738
395,27.9389079696,16.597588
396,21.1754798764,13.024914
397,18.9098645603,5.53592
398,44.011832222799995,25.744228
399,11.123118549800001,2.409353
400,22.4028997938,14.532579
401,42.3091666131,19.07506
402,52.344675251999995,29.550991
403,-12.1550362495,-1.9411397
404,3.8151089895999997,-0.27788532
405,-3.8426771638,-8.370306
406,2.1840619368,-5.1124835
407,40.7684090339,12.777257
408,8.137589783400001,4.5448008
409,-7.3829168039,-6.398375
410,-0.5385658177,4.0935555
411,6.0635993224,5.823966
412,-5.500644869099999,-1.3979424
413,5.5114742585,1.3110186
414,-10.079768302,-5.1478434
415,-8.0932172437,-4.978631
416,2.7914259941000004,-0.6720562
417,-0.7878329568000001,4.790038
418,-116.165396514,-25.468027
419,8.3552611037,8.516107
420,12.5746099592,-4.0457506
421,-9.1030487567,-3.0394297
422,-8.0861833382,-4.7914314
423,-3.5384390881,3.794487
424,-10.8497208608,-13.096769
425,7.4854800516,-3.1878877
426,-2.3320926481,-8.049498
427,-3.4137803701,-2.7560685
428,0.8922384742,4.7991824
429,10.0818252485,2.3719077
430,-12.4278491963,-4.6375117
431,-5.1368666157,-6.2657194
432,-19.7880371546,-5.0142455
433,-11.7468991556,-11.993303
434,-3.1185354264,-10.667696
435,-6.0569075734,-7.4208975
436,-13.751874640399999,-28.057968
437,-4.3452765295999995,-3.4634137
438,-0.5822524170000001,-14.564604
439,0.5557534413,0.18815482
440,-6.321576469299999,-1.9526241
441,-9.5965342346,-16.9049
442,8.5208844149,-2.777637
443,-8.617802663500001,-5.8875585
444,-1.8906562184,-0.5284422
445,-3.696604128,-3.6597986
446,1.2400544812,-0.005981624
447,-22.119454059699997,-18.492456
448,-12.2262778453,-1.5897083
449,-12.8904963167,-17.849266
450,-21.3029384062,-6.685571
451,-17.787887370099998,-14.0746155
452,-3.6533688451999997,-5.6605687
453,-4.7987485201,-5.8172674
454,-13.6478736202,-18.36542
455,-3.6569679672000004,-11.066507
456,0.1085407202,-15.178053
457,-15.6950604776,-29.104088
458,-15.0659049344,-11.915625
459,-0.4278052373,-2.2494206
460,17.2189518813,-1.4313629
461,-12.4656122224,-8.604971
462,-10.836259093099999,-12.2052145
463,-4.3498081146,-3.9808326
464,-5.297913711700001,-0.7942431
465,9.7533108463,13.238903
466,18.228971061099998,24.223412
467,-16.4354982328,-4.5893874
468,24.839903286,17.385746
469,-0.6113663925,4.9321837
470,6.5117838323,9.147143
471,22.161531266799997,7.7628326
472,8.7113268791,-4.4211407
473,-12.108485678800001,-11.171871
474,20.417307638,12.479406
475,14.1364411259,11.959782
476,19.2322440437,17.553963
477,22.1464394795,13.807386
478,18.3327197873,9.697167
479,7.6483439641999995,-24.539295
480,-3.9870109148000004,-16.242132
481,34.8928637864,13.208345
482,30.4031890386,24.949224
483,20.247921546700002,3.9956641
484,11.761405955899999,6.5599785
485,3.0346330710000005,5.2278934
486,2.3252810916,2.054321
487,2.3798885956,-9.971947
488,-25.3311181339,-16.152275
489,1.2740593238,-1.9530749
490,26.0709226133,22.13723
491,32.831424515,20.412544
492,4.9644532267,11.001837
493,16.8974443417,10.943951
494,17.5548056679,16.758133
495,28.6050435431,7.3864822
496,8.9984178543,-0.2450769
497,-7.3573347039999994,1.2693405
498,-22.4023934909,-17.880428
499,7.4709856297,3.972838
500,-1.5854506715999999,-4.831345
501,3.9642059782,4.1083164
502,11.413704436400002,3.34861
503,-25.4680306958,-1.0246036
504,6.231062591900001,1.0653503
505,-6.3804985218,1.9926015
506,-4.7564942294,3.8003106
507,-3.3353607789999997,-2.6117907
508,2.5937928365,8.737453
509,-9.2089088671,-4.5648537
510,-8.9669823315,2.4283507
511,-24.635214305,-10.632634
512,-12.442645427,0.82727253
513,-7.9189283586000005,2.6668258
514,8.1973789334,-0.36439505
515,-1.2397136102,0.007812649
516,-21.7596799074,-9.259497
517,-2.6658222403,-7.718489
518,19.2114345023,-0.8248153
519,-28.474178386,-19.820274
520,-17.1293300375,-8.475676
521,-6.7463268384,1.062612
522,19.3701361234,1.6482791
523,-20.3875671222,0.09554237
524,-8.5045120199,-0.9103748
525,7.4707699749000005,5.0860405
526,-5.9525875923000005,3.2815251
527,61.6991389524,10.059319
528,93.22193888059999,10.059319
529,20.5876849804,9.78203
530,-3.4441990619,-7.5919867
531,50.84726931270001,-7.5919867
532,30.4691713539,10.630402
533,65.24466822229999,10.630402
534,0.5790180973,3.2888095
535,10.2383891812,3.2888095
536,44.7818137551,6.1458316
537,2.9985768619,7.5135617
538,-6.0280133012,7.5135617
539,12.3281743078,3.8288708
540,49.1005634458,3.8288708
541,49.1959390522,5.9782443
542,62.7059809648,10.029032
543,86.43114240969999,10.029032
544,3.7396454667000003,6.8833714
545,10.3345660054,3.1950936
546,25.4076422015,3.1950936
547,29.176207630500002,14.724869
548,46.3391799676,4.091446
549,67.44390808520001,4.091446
550,4.5520509732,3.8873816
551,32.150645918,3.8873816
552,-1.5038822928,-4.4896035
553,18.858936356199997,-4.4896035
554,40.3245615001,9.268589
555,38.5027792306,8.57049
556,26.3564263468,4.728246
557,3.3516077326,4.0387
558,-4.1147096829,1.1543075
559,-0.8428112403,-2.3831172
560,28.4545526319,4.846144
561,-19.3568483895,-20.211401
562,39.914356826799995,1.2277963
563,53.8660252408,8.513051
564,78.3396098435,8.513051
565,35.9048595294,4.4151087
566,20.9977889127,2.314312
567,48.0071226856,7.3964443
568,46.030793458699996,14.969163
569,26.8378988771,9.458471
570,6.1419773206,18.281574
571,10.3014301782,12.407056
572,8.9372758052,10.62991
573,13.130361541,8.437014
574,29.5829782945,12.25749
